Urls,Titulos,Categoria,Descripcion,Valoraciones,Precio,Estrellas,Fecha subida,Direccion,Num veces visto,Me gustas,Estado,Envio,Reservado,Url Usuario,Imagenes
https://es.wallapop.com/item/despiece-fiat-grande-punto-887508863,despiece-fiat-grande-punto,Otros,DESPIECE DE FIAT GRANDE PUNTO 1.4T-JET (120CV) DEL 2009.,0.0,11.0,0.0,31-mar-2023,Bértoa,0,0.0,Bueno,NO,NO,https://es.wallapop.com/app/user/galleguinar-379711074-pzpyvo73m4z3/published,"['https://cdn.wallapop.com/images/10420/eo/ee/__/c10420p887508863/i3215467611.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/ee/__/c10420p887508863/i3215467596.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/ee/__/c10420p887508863/i3215467607.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/ee/__/c10420p887508863/i3215467601.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/ee/__/c10420p887508863/i3215467603.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/ee/__/c10420p887508863/i3215467602.jpg?pictureSize=W640']"
https://es.wallapop.com/item/lote-de-hilos-de-seda-de-morera-100-autentica-887506322,lote-de-hilos-de-seda-de-morera-100-autentica,Otros,"Seda de morera natural (no acrílica) 1-Lana de seda para tejer-Color crudo, muy brillante y suave. 50 gramos aprox 2-Hilo de seda. Perfecto para bordar, punto de cruz etc. Color blanco puro brillante. 16 gramos aprox 3-Cordón de seda con aguja. Ancho de 0,45 mm. Para hacer collares, pulseras etc",8.0,14.0,5.0,31-mar-2023,Ourense,4,0.0,Nuevo,SI,SI,https://es.wallapop.com/app/user/laurac-399641057-xzo88rw2g469/published,['https://cdn.wallapop.com/images/10420/eo/ec/__/c10420p887506322/i3215449940.jpg?pictureSize=W640']
https://es.wallapop.com/item/camilla-887502023,camilla,Otros,Se vende camilla. Disponibilidad 2,5.0,60.0,5.0,31-mar-2023,Santiago de Compostela,2,0.0,Bueno,NO,NO,https://es.wallapop.com/app/user/vrp-356201226-pzpypempn4z3/published,"['https://cdn.wallapop.com/images/10420/eo/e8/__/c10420p887502023/i3215420568.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/e8/__/c10420p887502023/i3215420638.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/e8/__/c10420p887502023/i3215420615.jpg?pictureSize=W640']"
https://es.wallapop.com/item/peluca-cabello-natural-monalissa-887494996,peluca-cabello-natural-monalissa,Otros,"Peluca de cabello natural, en perfecto estado cosida a mano, en la foto está recién lavada y ese es su apecto sin usar secador ni plancha.",38.0,540.0,5.0,31-mar-2023,Cea,2,0.0,Como nuevo,SI,NO,https://es.wallapop.com/app/user/isas-56903743-evjr49v4q46k/published,"['https://cdn.wallapop.com/images/10420/eo/e3/__/c10420p887494996/i3215387695.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/e3/__/c10420p887494996/i3215387730.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/e3/__/c10420p887494996/i3215387727.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/e3/__/c10420p887494996/i3215387728.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/e3/__/c10420p887494996/i3215387731.jpg?pictureSize=W640']"
https://es.wallapop.com/item/mechero-de-gasolina-887493859,mechero-de-gasolina,Otros,"Vendo mechero de gasolina de la marca RANSON made in USA, metal cromado de principios SIGLO XX, funciona perfectamente.",113.0,40.0,5.0,31-mar-2023,Ribeira,3,0.0,Bueno,SI,NO,https://es.wallapop.com/app/user/todomecheros-416848974-pzp9rg581k63/published,"['https://cdn.wallapop.com/images/10420/eo/e2/__/c10420p887493859/i3215375566.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/e2/__/c10420p887493859/i3215375586.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/e2/__/c10420p887493859/i3215375601.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/e2/__/c10420p887493859/i3215375632.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/e2/__/c10420p887493859/i3215375686.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/e2/__/c10420p887493859/i3215375705.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/e2/__/c10420p887493859/i3215375720.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/e2/__/c10420p887493859/i3215375760.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/e2/__/c10420p887493859/i3215375779.jpg?pictureSize=W640']"
https://es.wallapop.com/item/caja-de-navajas-arcos-887488141,caja-de-navajas-arcos,Otros,Vendo caja de navajas arcos contiene 12 unidades,40.0,25.0,5.0,31-mar-2023,Boiro,16,3.0,Nuevo,SI,NO,https://es.wallapop.com/app/user/manuelg-35395018-8x6qdn3x3njy/published,"['https://cdn.wallapop.com/images/10420/eo/dy/__/c10420p887488141/i3215347281.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/dy/__/c10420p887488141/i3215347283.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/dy/__/c10420p887488141/i3215347290.jpg?pictureSize=W640']"
https://es.wallapop.com/item/narwhal-4-50-887486225,narwhal-4-50,Otros,"Vendo semirrígida narwhal 4.50 en buen estado con motor Yamaha 50hp en perfecto estado y remolque, todo con su documentación al día.",11.0,4900.0,4.0,31-mar-2023,O Rosal,5,0.0,Como nuevo,NO,NO,https://es.wallapop.com/app/user/sergiom-28009072-ke6532ry0kzo/published,"['https://cdn.wallapop.com/images/10420/eo/dw/__/c10420p887486225/i3215327105.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/dw/__/c10420p887486225/i3215327106.jpg?pictureSize=W640']"
https://es.wallapop.com/item/cubo-de-rubik-original-de-los-primeros-en-salir-887484016,cubo-de-rubik-original-de-los-primeros-en-salir,Otros,Tiene muchísimos años pero gracias a un cuidado esta como recién sacado del envoltorio,3.0,20.0,5.0,31-mar-2023,Vilagarcía de Arousa,3,0.0,Como nuevo,SI,NO,https://es.wallapop.com/app/user/laurad-51184920-owzyror01e65/published,"['https://cdn.wallapop.com/images/10420/eo/dv/__/c10420p887484016/i3215302565.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/dv/__/c10420p887484016/i3215302569.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/dv/__/c10420p887484016/i3215302562.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/dv/__/c10420p887484016/i3215302567.jpg?pictureSize=W640']"
https://es.wallapop.com/item/moviliario-tienda-887500247,moviliario-tienda,urge,Por cierre de negocio urge venta precio por todo..por separado preguntar,3.0,3000.0,4.0,31-mar-2023,A Granxa de San Lazaro,2,1.0,Bueno,NO,NO,https://es.wallapop.com/app/user/begonap-17876154-qnzx54o53762/published,"['https://cdn.wallapop.com/images/10420/eo/e7/__/c10420p887500247/i3215413181.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/e7/__/c10420p887500247/i3215413188.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/e7/__/c10420p887500247/i3215413193.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/e7/__/c10420p887500247/i3215413202.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/e7/__/c10420p887500247/i3215413215.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/e7/__/c10420p887500247/i3215413220.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/e7/__/c10420p887500247/i3215413225.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/e7/__/c10420p887500247/i3215413229.jpg?pictureSize=W640']"
https://es.wallapop.com/item/platos-para-pan-porcelana-francesa-887449572,platos-para-pan-porcelana-francesa,urge,"6 preciosos platos románticos cuadrados para pan , aperitivos o para lo que desees , nuevos , miden 13X 13 cm vintage decoración porcelana vajilla café té lechera cafetera artdeco cubertería mantelería plato platillo platito tazas tazones taza pocillo vaso loza cerámica salsera bandeja ensaladera postre merienda cena desayuno plata dorado oro antiguo antigua antigüedades coleccionista menaje set cubierto aperitivos invitados urge ganga lote bombonera botella Capeans lladró bidasoa Santa Clara Algora Manises Royal Albert Johnson Bros Rosenthal Germany Limoges porcelana francesa casa rural Sargadelos te",699.0,280.0,5.0,31-mar-2023,A Telleira,80,6.0,Nuevo,SI,SI,https://es.wallapop.com/app/user/juliav-33560605-dqjwp4d5xgzo/published,"['https://cdn.wallapop.com/images/10420/eo/d4/__/c10420p887449572/i3215098790.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/d4/__/c10420p887449572/i3215098829.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/d4/__/c10420p887449572/i3215098850.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/d4/__/c10420p887449572/i3215098868.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/d4/__/c10420p887449572/i3215098875.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/d4/__/c10420p887449572/i3215098888.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/d4/__/c10420p887449572/i3215098903.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/d4/__/c10420p887449572/i3215098916.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/d4/__/c10420p887449572/i3215098931.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/d4/__/c10420p887449572/i3215098938.jpg?pictureSize=W640']"
https://es.wallapop.com/item/mesa-de-cristal-887282060,mesa-de-cristal,urge,"Se vende mesa de cristal, en perfectas condiciones ya que tiene menos de un año de uso. Urge venta por mudanza. Las patas son metálicas con apariencia de madera. Medidas: 140cmx70cm",2.0,60.0,5.0,31-mar-2023,Vigo,32,0.0,NO,NO,NO,https://es.wallapop.com/app/user/viankaf-230809112-9jdx2g9wwnzk/published,['https://cdn.wallapop.com/images/10420/eo/9j/__/c10420p887282060/i3214317111.jpg?pictureSize=W640']
https://es.wallapop.com/item/espejo-antiguo-887493448,espejo-antiguo,antiguo,Espejo antiguo,9.0,30.0,5.0,31-mar-2023,Achan,13,1.0,Como nuevo,NO,NO,https://es.wallapop.com/app/user/luciaf-409172527-nz0mvy8o7rjo/published,"['https://cdn.wallapop.com/images/10420/eo/e2/__/c10420p887493448/i3215373901.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/e2/__/c10420p887493448/i3215373904.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/e2/__/c10420p887493448/i3215373912.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/e2/__/c10420p887493448/i3215373916.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/e2/__/c10420p887493448/i3215373918.jpg?pictureSize=W640']"
https://es.wallapop.com/item/platos-para-pan-porcelana-francesa-887449572,platos-para-pan-porcelana-francesa,antiguo,"6 preciosos platos románticos cuadrados para pan , aperitivos o para lo que desees , nuevos , miden 13X 13 cm vintage decoración porcelana vajilla café té lechera cafetera artdeco cubertería mantelería plato platillo platito tazas tazones taza pocillo vaso loza cerámica salsera bandeja ensaladera postre merienda cena desayuno plata dorado oro antiguo antigua antigüedades coleccionista menaje set cubierto aperitivos invitados urge ganga lote bombonera botella Capeans lladró bidasoa Santa Clara Algora Manises Royal Albert Johnson Bros Rosenthal Germany Limoges porcelana francesa casa rural Sargadelos te",699.0,280.0,5.0,31-mar-2023,A Telleira,81,6.0,Nuevo,SI,SI,https://es.wallapop.com/app/user/juliav-33560605-dqjwp4d5xgzo/published,"['https://cdn.wallapop.com/images/10420/eo/d4/__/c10420p887449572/i3215098790.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/d4/__/c10420p887449572/i3215098829.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/d4/__/c10420p887449572/i3215098850.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/d4/__/c10420p887449572/i3215098868.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/d4/__/c10420p887449572/i3215098875.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/d4/__/c10420p887449572/i3215098888.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/d4/__/c10420p887449572/i3215098903.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/d4/__/c10420p887449572/i3215098916.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/d4/__/c10420p887449572/i3215098931.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/d4/__/c10420p887449572/i3215098938.jpg?pictureSize=W640']"
https://es.wallapop.com/item/bols-porcelana-francesa-cnp-887428825,bols-porcelana-francesa-cnp,antiguo,"5 bols o cuencos para aperitivos merienda postre de porcelana francesa con sello en la base , impecables .medidas : diámetro 13'5 cm alto 4 cm Hago lotes y envíos vintage decoración porcelana vajilla café té lechera cafetera artdeco cubertería mantelería plato tazas tazones taza a vaso loza cerámica salsera bandeja ensaladera postre merienda cena desayuno plata dorado oro antiguo antigua antigüedades coleccionista menaje set botella Navidad Capeans lladró bidasoa Santa Clara Algora Limoges Sargadelos atrezzo",699.0,18.0,5.0,31-mar-2023,A Telleira,37,0.0,Nuevo,SI,NO,https://es.wallapop.com/app/user/juliav-33560605-dqjwp4d5xgzo/published,"['https://cdn.wallapop.com/images/10420/eo/co/__/c10420p887428825/i3214999830.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/co/__/c10420p887428825/i3214999850.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/co/__/c10420p887428825/i3214999871.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/co/__/c10420p887428825/i3214999884.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/co/__/c10420p887428825/i3214999892.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/co/__/c10420p887428825/i3214999898.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/co/__/c10420p887428825/i3214999905.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/co/__/c10420p887428825/i3214999918.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/co/__/c10420p887428825/i3214999925.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/co/__/c10420p887428825/i3214999934.jpg?pictureSize=W640']"
https://es.wallapop.com/item/candelabro-antiguo-887418090,candelabro-antiguo,antiguo,Candelabro antiguo metal plateado desgastado por los años alguna pieza un poco torcida pesa mucho 44 alto x 45 diámetro hago envios,766.0,24.0,5.0,31-mar-2023,Sanxenxo,11,0.0,Aceptable,SI,NO,https://es.wallapop.com/app/user/isabelt-126435050-xpzpqn9yd9j3/published,"['https://cdn.wallapop.com/images/10420/eo/cg/__/c10420p887418090/i3214954767.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/cg/__/c10420p887418090/i3214955055.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/cg/__/c10420p887418090/i3214955172.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/cg/__/c10420p887418090/i3214955284.jpg?pictureSize=W640']"
https://es.wallapop.com/item/termomix-t6-887241946,termomix-t6,Electrodomésticos,"Como nueva , con bolsa de viaje",3.0,900.0,5.0,29-mar-2023,Vigo,4,0.0,NO,SI,NO,https://es.wallapop.com/app/user/juanc-70971401-kmznoyyr2kjn/published,"['https://cdn.wallapop.com/images/10420/eo/8o/__/c10420p887241946/i3214066733.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/8o/__/c10420p887241946/i3214066735.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/8o/__/c10420p887241946/i3214066737.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/8o/__/c10420p887241946/i3214066738.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/8o/__/c10420p887241946/i3214066741.jpg?pictureSize=W640']"
https://es.wallapop.com/item/kit-calefaccion-gas-887240119,kit-calefaccion-gas,Electrodomésticos,Precio a convenir según el número de radiadores que necesites. El equipo completo consta de 9 radiadores en total: - 3 de 10 elementos. - 1 de 8 elementos. - 2 de 7 elementos. - 2 de 5 elementos. - 1 de 3 elementos. Está en muy buen estado,0.0,1000.0,0.0,29-mar-2023,Vigo,4,0.0,NO,NO,NO,https://es.wallapop.com/app/user/laurar-61223308-lqzm7x1knyzv/published,"['https://cdn.wallapop.com/images/10420/eo/8m/__/c10420p887240119/i3214056020.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/8m/__/c10420p887240119/i3214056036.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/8m/__/c10420p887240119/i3214056044.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/8m/__/c10420p887240119/i3214056041.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/8m/__/c10420p887240119/i3214056056.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/8m/__/c10420p887240119/i3214056052.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/8m/__/c10420p887240119/i3214056051.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/8m/__/c10420p887240119/i3214056046.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/8m/__/c10420p887240119/i3214056049.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/8m/__/c10420p887240119/i3214056038.jpg?pictureSize=W640']"
https://es.wallapop.com/item/thermomix-887236321,thermomix,Electrodomésticos,No tiene caja pero lleva todos los accesorios,0.0,90.0,0.0,29-mar-2023,Ourense,20,0.0,Como nuevo,SI,NO,https://es.wallapop.com/app/user/mariag-435521247-ejk4m773mqzx/published,"['https://cdn.wallapop.com/images/10420/eo/8j/__/c10420p887236321/i3214031377.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/8j/__/c10420p887236321/i3214031385.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/8j/__/c10420p887236321/i3214031391.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/8j/__/c10420p887236321/i3214031397.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/8j/__/c10420p887236321/i3214031402.jpg?pictureSize=W640']"
https://es.wallapop.com/item/envasadora-al-vacio-125-w-887236118,envasadora-al-vacio-125-w,Electrodomésticos,"Envasadora al vacío 125 W para conservar los alimentos preservando su aroma, frescura y sabor.",6.0,25.0,5.0,29-mar-2023,Xinzo de Limia,8,0.0,En su caja,SI,NO,https://es.wallapop.com/app/user/abdelhakt-405438060-9jd77od144jk/published,"['https://cdn.wallapop.com/images/10420/eo/8j/__/c10420p887236118/i3214029990.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/8j/__/c10420p887236118/i3214030016.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/8j/__/c10420p887236118/i3214030025.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/8j/__/c10420p887236118/i3214030066.jpg?pictureSize=W640']"
https://es.wallapop.com/item/vendo-placa-de-induccion-balay-887234682,vendo-placa-de-induccion-balay,Electrodomésticos,En perfecto funcionamiento pero con dos golpes en el cristal como se aprecia en las fotos. Las medidas son aproximadas.,9.0,145.0,5.0,29-mar-2023,Rosaleda,6,0.0,Aceptable,SI,NO,https://es.wallapop.com/app/user/javierg-111831081-mxzo1llqr7j9/published,"['https://cdn.wallapop.com/images/10420/eo/8i/__/c10420p887234682/i3214022603.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/8i/__/c10420p887234682/i3214022610.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/8i/__/c10420p887234682/i3214022618.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/8i/__/c10420p887234682/i3214022622.jpg?pictureSize=W640']"
https://es.wallapop.com/item/microondas-balay-inox-887232874,microondas-balay-inox,Electrodomésticos,Microondas Balay inox. Funciona bien pero tiene oxido en algunas zonas. Ideal para su despiece.,612.0,20.0,5.0,29-mar-2023,Priegue,15,1.0,Lo ha dado todo,SI,NO,https://es.wallapop.com/app/user/mariaa-14674715-436edl1g3vjd/published,"['https://cdn.wallapop.com/images/10420/eo/8h/__/c10420p887232874/i3214011960.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/8h/__/c10420p887232874/i3214011967.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/8h/__/c10420p887232874/i3214011996.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/8h/__/c10420p887232874/i3214012005.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/8h/__/c10420p887232874/i3214012014.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/8h/__/c10420p887232874/i3214012024.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/8h/__/c10420p887232874/i3214012034.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/8h/__/c10420p887232874/i3214012044.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/8h/__/c10420p887232874/i3214012051.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/8h/__/c10420p887232874/i3214012057.jpg?pictureSize=W640']"
https://es.wallapop.com/item/cagetera-nescafe-dolce-gusto-887231984,cagetera-nescafe-dolce-gusto,Electrodomésticos,Poco uso. está perfecta,118.0,30.0,5.0,29-mar-2023,Vilagarcia,9,0.0,Como nuevo,SI,NO,https://es.wallapop.com/app/user/rebea-14197077-dqjwe00m5kjo/published,"['https://cdn.wallapop.com/images/10420/eo/8g/__/c10420p887231984/i3214007915.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/8g/__/c10420p887231984/i3214008051.jpg?pictureSize=W640']"
https://es.wallapop.com/item/plancha-a-gas-de-hosteleria-887226550,plancha-a-gas-de-hosteleria,Electrodomésticos,"Plancha de 3 fuegos de hierro, de hosteleria. a gas",72.0,400.0,5.0,29-mar-2023,Vigo,6,0.0,Como nuevo,NO,NO,https://es.wallapop.com/app/user/jeannyb-21690110-p8j3ywrv2l69/published,"['https://cdn.wallapop.com/images/10420/eo/8c/__/c10420p887226550/i3213985061.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/8c/__/c10420p887226550/i3213985067.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/8c/__/c10420p887226550/i3213985081.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/8c/__/c10420p887226550/i3213985089.jpg?pictureSize=W640']"
https://es.wallapop.com/item/pota-cocina-gas-o-electrica-887223216,pota-cocina-gas-o-electrica,Electrodomésticos,Está como nueva,61.0,10.0,5.0,29-mar-2023,Lougares,3,0.0,NO,SI,NO,https://es.wallapop.com/app/user/medinag-26208421-k3zl9mol2pzx/published,['https://cdn.wallapop.com/images/10420/eo/89/__/c10420p887223216/i3213969669.jpg?pictureSize=W640']
https://es.wallapop.com/item/aspirador-pelets-o-cenica-887222767,aspirador-pelets-o-cenica,Electrodomésticos,ASPIRADOR NUEVO DE SOLO 1 USO DE PELTES O CENICA. deje de usar la estufa de peltes que la tengo a la venta y me había comprado la aspiradora,2.0,25.0,5.0,29-mar-2023,O Freixo,7,0.0,Nuevo,SI,NO,https://es.wallapop.com/app/user/pilarb-352033507-p61vr4vq8g65/published,"['https://cdn.wallapop.com/images/10420/eo/89/__/c10420p887222767/i3213967802.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/89/__/c10420p887222767/i3213967821.jpg?pictureSize=W640']"
https://es.wallapop.com/item/secadora-887221805,secadora,Electrodomésticos,Secadora aeg 56800,3.0,150.0,5.0,29-mar-2023,Suxo,4,0.0,NO,SI,NO,https://es.wallapop.com/app/user/eladiop-113887045-k3zl70mkppjx/published,['https://cdn.wallapop.com/images/10420/eo/88/__/c10420p887221805/i3213963797.jpg?pictureSize=W640']
https://es.wallapop.com/item/ventilador-de-pie-887220999,ventilador-de-pie,Electrodomésticos,Ventilador estilo retro con aspas cromadas de orbegozo.,49.0,50.0,5.0,29-mar-2023,Vigo,2,0.0,Como nuevo,NO,NO,https://es.wallapop.com/app/user/mgp-181087554-qnzx1x2v57j2/published,['https://cdn.wallapop.com/images/10420/eo/88/__/c10420p887220999/i3213960225.jpg?pictureSize=W640']
https://es.wallapop.com/item/microondas-cecotec-nuevo-887220332,microondas-cecotec-nuevo,Electrodomésticos,"Microondas Cecotec All Black Grill nuevo, en su embalaje original y en garantía (se incluye factura de compra). Capacidad de 20 litros. 700W de potencia y grill 900W.",13.0,70.0,5.0,29-mar-2023,Vigo,11,0.0,En su caja,SI,NO,https://es.wallapop.com/app/user/pabloo-63745149-kmzno4v8qyjn/published,"['https://cdn.wallapop.com/images/10420/eo/87/__/c10420p887220332/i3213957350.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/87/__/c10420p887220332/i3213957413.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/87/__/c10420p887220332/i3213957416.jpg?pictureSize=W640']"
https://es.wallapop.com/item/flexo-de-aspirador-vorwerk-887219838,flexo-de-aspirador-vorwerk,Electrodomésticos,Vale para la 135 - 136 - 140 - 150 - 200 está nuevo,61.0,45.0,5.0,29-mar-2023,Lougares,5,0.0,NO,SI,NO,https://es.wallapop.com/app/user/medinag-26208421-k3zl9mol2pzx/published,"['https://cdn.wallapop.com/images/10420/eo/87/__/c10420p887219838/i3213955155.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/87/__/c10420p887219838/i3213955179.jpg?pictureSize=W640']"
https://es.wallapop.com/item/nevera-887218021,nevera,Electrodomésticos,Nevera en muy buen estado vendo por mudanza,0.0,100.0,0.0,29-mar-2023,Lavadores,51,2.0,NO,SI,NO,https://es.wallapop.com/app/user/savoirc-434648572-e65yqlvl8gjo/published,"['https://cdn.wallapop.com/images/10420/eo/85/__/c10420p887218021/i3213947660.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/85/__/c10420p887218021/i3213947723.jpg?pictureSize=W640', 'https://cdn.wallapop.com/images/10420/eo/85/__/c10420p887218021/i3213947713.jpg?pictureSize=W640']"
